"Notes"	"Census Region"	"Census Region Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"2015"	"2015"	158	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"2016"	"2016"	214	67941429	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"2017"	"2017"	190	68179351	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"2018"	"2018"	189	68308744	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"2014"	"2014"	400	67745108	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"2015"	"2015"	380	67907403	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"2016"	"2016"	412	67941429	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"2017"	"2017"	427	68179351	0.6
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"2018"	"2018"	337	68308744	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	"2014"	"2014"	15	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	"2015"	"2015"	18	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	"2016"	"2016"	10	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	"2017"	"2017"	12	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to alcohol, undetermined intent"	"Y15"	"2018"	"2018"	18	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	"2014"	"2014"	25	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	"2015"	"2015"	21	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	"2016"	"2016"	34	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	"2017"	"2017"	17	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to other gases and vapours, undetermined intent"	"Y17"	"2018"	"2018"	29	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	"2014"	"2014"	40	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	"2015"	"2015"	51	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	"2016"	"2016"	48	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	"2017"	"2017"	45	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hanging, strangulation and suffocation, undetermined intent"	"Y20"	"2018"	"2018"	39	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drowning and submersion, undetermined intent"	"Y21"	"2014"	"2014"	37	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drowning and submersion, undetermined intent"	"Y21"	"2015"	"2015"	79	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drowning and submersion, undetermined intent"	"Y21"	"2016"	"2016"	66	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drowning and submersion, undetermined intent"	"Y21"	"2017"	"2017"	75	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drowning and submersion, undetermined intent"	"Y21"	"2018"	"2018"	65	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Handgun discharge, undetermined intent"	"Y22"	"2016"	"2016"	14	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Handgun discharge, undetermined intent"	"Y22"	"2017"	"2017"	15	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Handgun discharge, undetermined intent"	"Y22"	"2018"	"2018"	13	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	"2014"	"2014"	42	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	"2015"	"2015"	48	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	"2016"	"2016"	53	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	"2017"	"2017"	47	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other and unspecified firearm discharge, undetermined intent"	"Y24"	"2018"	"2018"	49	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	"2014"	"2014"	34	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	"2015"	"2015"	40	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	"2016"	"2016"	38	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	"2017"	"2017"	48	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to smoke, fire and flames, undetermined intent"	"Y26"	"2018"	"2018"	50	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Contact with sharp object, undetermined intent"	"Y28"	"2017"	"2017"	13	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	"2014"	"2014"	10	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	"2015"	"2015"	17	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	"2016"	"2016"	11	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	"2017"	"2017"	26	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Falling, jumping or pushed from a high place, undetermined intent"	"Y30"	"2018"	"2018"	20	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Falling, lying or running before or into moving object, undetermined intent"	"Y31"	"2016"	"2016"	11	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other specified events, undetermined intent"	"Y33"	"2014"	"2014"	28	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other specified events, undetermined intent"	"Y33"	"2015"	"2015"	36	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other specified events, undetermined intent"	"Y33"	"2016"	"2016"	49	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other specified events, undetermined intent"	"Y33"	"2017"	"2017"	30	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other specified events, undetermined intent"	"Y33"	"2018"	"2018"	47	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Unspecified event, undetermined intent"	"Y34"	"2014"	"2014"	86	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Unspecified event, undetermined intent"	"Y34"	"2015"	"2015"	123	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Unspecified event, undetermined intent"	"Y34"	"2016"	"2016"	117	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Unspecified event, undetermined intent"	"Y34"	"2017"	"2017"	121	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Unspecified event, undetermined intent"	"Y34"	"2018"	"2018"	122	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Legal intervention involving firearm discharge"	"Y35.0"	"2014"	"2014"	81	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Legal intervention involving firearm discharge"	"Y35.0"	"2015"	"2015"	81	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Legal intervention involving firearm discharge"	"Y35.0"	"2016"	"2016"	89	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Legal intervention involving firearm discharge"	"Y35.0"	"2017"	"2017"	90	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Legal intervention involving firearm discharge"	"Y35.0"	"2018"	"2018"	81	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Legal execution"	"Y35.5"	"2014"	"2014"	11	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Anticoagulants"	"Y44.2"	"2014"	"2014"	14	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Anticoagulants"	"Y44.2"	"2015"	"2015"	16	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Anticoagulants"	"Y44.2"	"2016"	"2016"	24	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Anticoagulants"	"Y44.2"	"2017"	"2017"	31	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Anticoagulants"	"Y44.2"	"2018"	"2018"	26	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Drug or medicament, unspecified"	"Y57.9"	"2014"	"2014"	37	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drug or medicament, unspecified"	"Y57.9"	"2015"	"2015"	47	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drug or medicament, unspecified"	"Y57.9"	"2016"	"2016"	41	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drug or medicament, unspecified"	"Y57.9"	"2017"	"2017"	40	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Drug or medicament, unspecified"	"Y57.9"	"2018"	"2018"	36	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with transplant of whole organ"	"Y83.0"	"2014"	"2014"	16	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with transplant of whole organ"	"Y83.0"	"2015"	"2015"	20	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with transplant of whole organ"	"Y83.0"	"2016"	"2016"	27	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with transplant of whole organ"	"Y83.0"	"2017"	"2017"	93	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with transplant of whole organ"	"Y83.0"	"2018"	"2018"	72	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with implant of artificial internal device"	"Y83.1"	"2014"	"2014"	72	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with implant of artificial internal device"	"Y83.1"	"2015"	"2015"	77	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with implant of artificial internal device"	"Y83.1"	"2016"	"2016"	79	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with implant of artificial internal device"	"Y83.1"	"2017"	"2017"	156	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with implant of artificial internal device"	"Y83.1"	"2018"	"2018"	142	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	"2014"	"2014"	38	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	"2015"	"2015"	25	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	"2016"	"2016"	37	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	"2017"	"2017"	70	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	"2018"	"2018"	86	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with formation of external stoma"	"Y83.3"	"2014"	"2014"	21	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with formation of external stoma"	"Y83.3"	"2015"	"2015"	29	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with formation of external stoma"	"Y83.3"	"2016"	"2016"	24	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with formation of external stoma"	"Y83.3"	"2017"	"2017"	38	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical operation with formation of external stoma"	"Y83.3"	"2018"	"2018"	27	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other reconstructive surgery"	"Y83.4"	"2014"	"2014"	29	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other reconstructive surgery"	"Y83.4"	"2015"	"2015"	27	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other reconstructive surgery"	"Y83.4"	"2016"	"2016"	39	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other reconstructive surgery"	"Y83.4"	"2017"	"2017"	37	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other reconstructive surgery"	"Y83.4"	"2018"	"2018"	33	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Amputation of limb(s)"	"Y83.5"	"2014"	"2014"	18	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Amputation of limb(s)"	"Y83.5"	"2015"	"2015"	16	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Amputation of limb(s)"	"Y83.5"	"2016"	"2016"	16	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Amputation of limb(s)"	"Y83.5"	"2017"	"2017"	25	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Amputation of limb(s)"	"Y83.5"	"2018"	"2018"	25	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Removal of other organ (partial) (total)"	"Y83.6"	"2014"	"2014"	15	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Removal of other organ (partial) (total)"	"Y83.6"	"2015"	"2015"	14	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Removal of other organ (partial) (total)"	"Y83.6"	"2016"	"2016"	15	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Removal of other organ (partial) (total)"	"Y83.6"	"2017"	"2017"	56	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Removal of other organ (partial) (total)"	"Y83.6"	"2018"	"2018"	66	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other surgical procedures"	"Y83.8"	"2014"	"2014"	13	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other surgical procedures"	"Y83.8"	"2015"	"2015"	15	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other surgical procedures"	"Y83.8"	"2016"	"2016"	14	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Other surgical procedures"	"Y83.8"	"2017"	"2017"	22	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other surgical procedures"	"Y83.8"	"2018"	"2018"	17	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical procedure, unspecified"	"Y83.9"	"2014"	"2014"	137	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical procedure, unspecified"	"Y83.9"	"2015"	"2015"	137	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical procedure, unspecified"	"Y83.9"	"2016"	"2016"	144	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical procedure, unspecified"	"Y83.9"	"2017"	"2017"	183	68179351	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Surgical procedure, unspecified"	"Y83.9"	"2018"	"2018"	173	68308744	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Kidney dialysis"	"Y84.1"	"2014"	"2014"	12	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Kidney dialysis"	"Y84.1"	"2015"	"2015"	10	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Kidney dialysis"	"Y84.1"	"2016"	"2016"	12	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Kidney dialysis"	"Y84.1"	"2017"	"2017"	22	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Kidney dialysis"	"Y84.1"	"2018"	"2018"	37	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Radiological procedure and radiotherapy"	"Y84.2"	"2017"	"2017"	37	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Radiological procedure and radiotherapy"	"Y84.2"	"2018"	"2018"	41	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Urinary catheterization"	"Y84.6"	"2014"	"2014"	11	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Urinary catheterization"	"Y84.6"	"2015"	"2015"	19	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Urinary catheterization"	"Y84.6"	"2016"	"2016"	11	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Urinary catheterization"	"Y84.6"	"2017"	"2017"	42	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Urinary catheterization"	"Y84.6"	"2018"	"2018"	50	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other medical procedures"	"Y84.8"	"2014"	"2014"	70	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other medical procedures"	"Y84.8"	"2015"	"2015"	74	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other medical procedures"	"Y84.8"	"2016"	"2016"	74	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other medical procedures"	"Y84.8"	"2017"	"2017"	87	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other medical procedures"	"Y84.8"	"2018"	"2018"	73	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of motor-vehicle accident"	"Y85.0"	"2014"	"2014"	140	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of motor-vehicle accident"	"Y85.0"	"2015"	"2015"	167	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of motor-vehicle accident"	"Y85.0"	"2016"	"2016"	156	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of motor-vehicle accident"	"Y85.0"	"2017"	"2017"	176	68179351	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of motor-vehicle accident"	"Y85.0"	"2018"	"2018"	153	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of other accidents"	"Y86"	"2014"	"2014"	254	67745108	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of other accidents"	"Y86"	"2015"	"2015"	275	67907403	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of other accidents"	"Y86"	"2016"	"2016"	294	67941429	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of other accidents"	"Y86"	"2017"	"2017"	269	68179351	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of other accidents"	"Y86"	"2018"	"2018"	250	68308744	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of intentional self-harm"	"Y87.0"	"2015"	"2015"	14	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of intentional self-harm"	"Y87.0"	"2017"	"2017"	13	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Sequelae of assault"	"Y87.1"	"2014"	"2014"	42	67745108	0.1
